CourseNo,Language,TitleEN,TitleJA,Schedule,Classroom,Mode,Instructor,Credits,Links
GEH051,J,H2: Behavioral Sciences and Humanistic Sciences (A),Ｈ２：行動の科学・人間性の科学（Ａ）,"*4/W,*4/F",T-171,Face to Face,"NAOI, Nozomi/CHAN, Christian/MIYAKAWA, Erika/NISHIMURA, Kaoru/SUDO, Mioko",3,
GES001,J,S1: Economy and Economics,Ｓ１：経済と経済学,"3/TU,2/TH,3/TH",H-224,Face to Face,"KAIZOJI, Taisei/INABA, Yushi",3,
GES009,J,S1: Debates in International Relations,Ｓ１：国際関係ディベート,"3/TU,2/TH,3/TH",H-375,Face to Face,"MORI, Katsuhiko/YOSHIKAWA, Motohide",3,
GES012,E,S1: Political Science (B),Ｓ１：政治学（Ｂ）,"*4/W,*4/F",H-259,Face to Face,"SUH, Jae-Jung",3,
GES014,E,S1: U.S. Presidential Elections and American Society,Ｓ１：米国大統領選挙とアメリカ社会,"3/TU,2/TH,3/TH",H-101,Face to Face,"ISHIO, Yoshito",3,
GES021,J,S1: Invitation to Constitutional Law,Ｓ１：憲法への誘い,"5/F,6/F,7/F",H-374,Face to Face,"AKIYAMA, Hajime",3,
GES028,J,S1: Social Media and Education,Ｓ１：ソーシャルメディアと教育,"3/M,3/W,3/F",I-106,Face to Face,"AOKI, Hiroyuki",3,
GES030,J,S1: Corporate Social Responsibility,Ｓ１：企業の社会的責任,"*4/W,*4/F",H-151,Face to Face,"YAMANE, Satoka",3,
GES032,J,S1: History,Ｓ１：歴史学,"3/TU,2/TH,3/TH",H-151,Face to Face,"TSUBAKIDA, Yukiko/OLAH, Csaba",3,
GES051,J,S2: Media and Cultural Signs,Ｓ２：メディアと記号,"3/TU,2/TH,3/TH",T-229,Face to Face,"AONUMA, Satoru",3,
GES052,E,S2: The World of Cultural Translation,Ｓ２：文化翻訳の世界,"*4/W,*4/F",H-323,Face to Face,"GARZA, James Michael",3,
GES053,E,"S2: Learning, Unlearning, and Knowing Others in the Information Age",Ｓ２： 情報化時代におけるラーニング・アンラーニングと他者理解,"3/TU,2/TH,3/TH",H-105,Face to Face,"HOWARD, Craig Dennis",3,
GES057,E,S2: Education Projects for Global and Social Change,Ｓ２：グローバル・社会変革のための教育プロジェクト,"*4/M,*4/TH",H-357,Face to Face,"DAWSON, Walter P.",3,
GES096,J,S2: Physical and Mental Wellbeing,Ｓ２：こころとからだの健康,"3/M,3/W,3/F",T-328,Face to Face,"SHIMIZU, Yasuo",3,
GEN001,J,N1: Life Science (A),Ｎ１：生命科学（Ａ）,"2/M,2/W,2/F",T-229,Face to Face,"WANG, Mu-Yun/AU YEUNG, Wan Kin/GOURAUD, Sabine Sandra Stephanie/KOSE, Hiroyuki",3,
GEN011,J,N1:World of Physics (A) - Scientific Thinking,Ｎ１：物理の世界（Ａ）- 科学的な考え方,"3/M,3/W,3/F",T-229,Face to Face,"HIRASHIMA, Dai/YAMAZAKI, Rekishu",3,
GEN013,J,N1: The Chemical Basis of Nature,Ｎ１：自然の化学的基礎,"3/TU,2/TH,3/TH",T-270,Face to Face,"KOBAYASHI, Junji/KUBO, Kenya/CHUN, Wang Jae",3,
GEN028,J,N2: Statistical Analysis in Society,Ｎ２： 社会における統計分析,"3/TU,2/TH,3/TH",T-328,Face to Face,"SHIMIZU, Yuji/OMORI, Sawa/MORIKI, Yoshie",3,
HPE001,J,Health Science,健康科学,5/M,"PEC1,PEC2",Face to Face,"SATO, Kaori",1,
HPE001,E,Health Science,健康科学,6/F,"PEC1,PEC2",Face to Face,"OGAWA, Tadayuki",1,
HPE001,J,Health Science,健康科学,5/W,"PEC1,PEC2",Face to Face,"TERADA, Kayo",1,
HPE001,J,Health Science,健康科学,4/M,"PEC1,PEC2",Face to Face,"SATO, Kaori",1,
HPE001,J,Health Science,健康科学,4/TH,"PEC1,PEC2",Face to Face,"TOYODA, Hayato",1,
HPE001,J,Health Science,健康科学,5/TH,"PEC1,PEC2",Face to Face,"TOYODA, Hayato",1,
HPE001,E,Health Science,健康科学,5/F,"PEC1,PEC2",Face to Face,"OGAWA, Tadayuki",1,
HPE003,J,Physical Education,体育理論,3/W,"PEC1,PEC2",Face to Face,"TERADA, Kayo",1,
HPE006,,Physical Education Exercise II,PE エクササイズⅡ,5/W,,Face to Face,"HASEGAWA, Ken",1/3,
HPE006,,Physical Education Exercise II,PE エクササイズⅡ,3/TU,,Face to Face,"HASEGAWA, Ken",1/3,
HPE006,,Physical Education Exercise II,PE エクササイズⅡ,3/TH,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE006,,Physical Education Exercise II,PE エクササイズⅡ,5/TH,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE006,,Physical Education Exercise II,PE エクササイズⅡ,6/TH,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/M,,Face to Face,"HASEGAWA, Ken",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/M,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/F,,Face to Face,"HOKARI, Minako",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,3/F,,Face to Face,"HOKARI, Minako",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/TH,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/M,,Face to Face,"HASEGAWA, Ken",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/TH,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/TU,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,3/M,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/TH,,Face to Face,"TERADA, Kayo",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/TU,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/TU,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,3/TH,,Face to Face,"TERADA, Kayo",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/W,,Face to Face,"SATO, Kaori",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/W,,Face to Face,"HASEGAWA, Ken",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/F,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,3/F,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/F,,Face to Face,"HASEGAWA, Ken",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/M,,Face to Face,"KASAI, Hiromi",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/TH,,Face to Face,"TERADA, Kayo",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/F,,Face to Face,"HASEGAWA, Ken",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,3/W,,Face to Face,"HASEGAWA, Ken",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/TU,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,3/TU,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/F,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/W,,Face to Face,"SATO, Kaori",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/M,,Face to Face,"KASAI, Hiromi",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,3/TU,,Face to Face,"SATO, Kaori",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/TH,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/TU,,Face to Face,"SATO, Kaori",1/3,
HPE010,,Team Sports I FLYING DISC,ティームスポーツ I,4/M,,Face to Face,"HONDA, Masakazu",1/3,
HPE010,,Team Sports I ULTIMATE FLYING DISC,ティームスポーツ I,5/M,,Face to Face,"HONDA, Masakazu",1/3,
HPE011,,Team Sports II BASKETBALL,ティームスポーツ II,6/M,,Face to Face,"HASEGAWA, Ken",1/3,
HPE011,,Team Sports II VOLLEYBALL,ティームスポーツ II,3/M,,Face to Face,"OKA, Yoshiro",1/3,
HPE011,,Team Sports II VOLLEYBALL,ティームスポーツ II,2/M,,Face to Face,"OKA, Yoshiro",1/3,
HPE011,,Team Sports II TEAM BUILDING,ティームスポーツ II,5/TU,,Face to Face,"GORAI, Asuka",1/3,
HPE012,,Beginning Dual Sports TABLE TENNIS,初級対人スポーツ,3/F,,Face to Face,"OKADA, Mitsuhiro",1/3,
HPE012,,Beginning Dual Sports BADMINTON,初級対人スポーツ,2/F,,Face to Face,"TERADA, Kayo",1/3,
HPE014,,Beginning Individual Sports SMART SWIMMING,初級個人スポーツ,3/F,,Face to Face,"SATO, Kaori",1/3,
HPE014,,Beginning Individual Sports SMART SWIMMING,初級個人スポーツ,3/W,,Face to Face,"SATO, Kaori",1/3,
HPE016,,Beginning Self Testing Activities PHYSICAL CONDITIONING,初級個人試技活動,3/F,,Face to Face,"TERADA, Kayo",1/3,
HPE016,,Beginning Self Testing Activities BOULDER,初級個人試技活動,2/TU,,Face to Face,"NISHITANI, Yoshiko",1/3,
HPE016,,Beginning Self Testing Activities ROPE CLIMBING,初級個人試技活動,1/TU,,Face to Face,"NISHITANI, Yoshiko",1/3,
HPE016,,Beginning Self Testing Activities ROPE CLIMBING,初級個人試技活動,3/F,,Face to Face,"HIGASHIYAMA, Masao",1/3,
HPE016,,Beginning Self Testing Activities BODY WORK,初級個人試技活動,3/W,,Face to Face,"NAKADA, Satoshi",1/3,
HPE018,,Beginning Combative Activities AIKIDO,初級格闘技,4/M,,Face to Face,"YAMAGUCHI, Michiru",1/3,
HPE018,,Beginning Combative Activities AIKIDO,初級格闘技,5/M,,Face to Face,"YAMAGUCHI, Michiru",1/3,
HPE018,,Beginning Combative Activities TAIKYOKUKEN,初級格闘技,2/W,,Face to Face,"KEZUKA, Mieko",1/3,
HPE018,,Beginning Combative Activities TAIKYOKUKEN,初級格闘技,3/W,,Face to Face,"KEZUKA, Mieko",1/3,
HPE021,,Beginning Rhythms and Dance SOCIAL DANCE,初級リズムダンス,2/TU,,Face to Face,"KAMATSUKA, Masanori",1/3,
HPE021,,Beginning Rhythms and Dance SOCIAL DANCE,初級リズムダンス,3/TU,,Face to Face,"KAMATSUKA, Masanori",1/3,
HPE021,,Beginning Rhythms and Dance HIP HOP,初級リズムダンス,2/W,,Face to Face,"KASAI, Hiromi",1/3,
HPE021,,Beginning Rhythms and Dance JAZZ DANCE,初級リズムダンス,3/W,,Face to Face,"KASAI, Hiromi",1/3,
HPE023,,Organized Games and Crafts RECREATION SPORTS,ゲームとクラフト,3/W,,Face to Face,"GORAI, Asuka",1/3,
HPE024,,Adapted Physical Education ADAPTED P.E.,アダプテッド体育,,,Face to Face,"TERADA, Kayo/HASEGAWA, Ken/SATO, Kaori/GORAI, Asuka/HIGASHIYAMA, Masao",1/3,
HPE025,,Introduction to Japanese Budo JAPANESE BUDO,武道入門,4/W,,Face to Face,"NAKADA, Satoshi",1/3,
HPE006,,Physical Education Exercise II,PE エクササイズⅡ,5/TU,,Face to Face,"HASEGAWA, Ken",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/W,,Face to Face,"GORAI, Asuka",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,5/F,,Face to Face,"SATO, Kaori",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,4/F,,Face to Face,"SATO, Kaori",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/W,,Face to Face,"SATO, Kaori",1/3,
HPE007,,Physical Education Exercise III,PE エクササイズⅢ,2/F,,Face to Face,"HIGASHIYAMA, Masao",1/3,
WAB103,O,Arabic III,アラビア語 III,"5/M,6/M,5/W,6/W,5/F,6/F",H-107,Face to Face,"ABUSINNA, Neama Emam Mohamed/KINOSHITA, Sotoku",4,
WBI101,O,Bahasa Indonesia for Beginners,入門 インドネシア語,"5/TH,6/TH,7/TH",H-260,Face to Face,"FURIHATA, Masashi",2,
WCN103,O,Chinese III,中国語 III,"1/TU,2/TU,3/TU,1/TH,2/TH,3/TH",I-103,Face to Face,"ZHAN, Haiyan/SHI, Huimei",4,
WCN103,O,Chinese III,中国語 III,"5/TU,6/TU,7/TU,5/TH,6/TH,7/TH",H-375,Face to Face,"QI, Hong/ZHAN, Haiyan",4,
WCN203,O,Advanced Chinese III,上級中国語 III,"1/TH,2/TH,3/TH",I-104,Face to Face,"QI, Hong",3,
WFR103,O,French III,フランス語 III,"5/TU,6/TU,5/W,6/W,5/F,6/F",H-373,Face to Face,"SHIRAISHI, Yoshiharu/DAIZEN, Mariko/DONATI, Jean-Alexis",4,
WFR103,O,French III,フランス語 III,"*4/M,*5/M,*4/TH,*5/TH",H-354,Face to Face,"BUREAU, Xavier/BELEC, Cedric",4,
WFR103,O,French III,フランス語 III,"1/TU,2/TU,3/TU,1/TH,2/TH,3/TH",H-357,Face to Face,"BELEC, Cedric/PIRIOU, Vincent N.",4,
WFR203,O,Advanced French III,上級フランス語Ⅲ,"5/W,6/W,7/W",H-356,Face to Face,"BELEC, Cedric",3,
WGR103,O,German III,ドイツ語 III,"5/M,6/M,7/M,5/W,6/W,7/W",H-108,Face to Face,"MINAMI, Harz/ENDO, Kosuke",4,
WGR203,O,Advanced German III,上級ドイツ語 III,"5/W,6/W,7/W",H-355,Face to Face,"BARTSCH, Josua",3,
WIT103,O,Italian III,イタリア語 III,"5/M,6/M,5/W,6/W,5/F,6/F",H-106A,Face to Face,"NAKAYA, Shinko/BUCCI, Concettina",4,
WKR103,O,Korean III,韓国語 III,"5/TU,6/TU,7/TU,5/TH,6/TH,7/TH",H-304,Face to Face,"KIM, Myeong-Hee/KIM, Sung Eun",4,
WKR103,O,Korean III,韓国語 III,"*4/W,*5/W,*4/F,*5/F",H-358,Face to Face,"KIM, Sung Eun/OHE, Hye-Gyeong",4,
WKR203,O,Advanced Korean III,上級韓国語 III,"5/W,6/W,7/W",H-354,Face to Face,"OHE, Hye-Gyeong",3,
WRU103,O,Russian III,ロシア語 III,"5/TU,6/TU,7/TU,5/TH,6/TH,7/TH",H-124,Face to Face,"FUKASAWA, Yoko/GOTO, Ksenia",4,
WSP103,O,Spanish III,スペイン語 III,"1/TU,2/TU,3/TU,1/TH,2/TH,3/TH",H-123,Face to Face,"NASU, Madori/QUINTERO GARCIA, Daniel",4,
WSP103,O,Spanish III,スペイン語 III,"*4/M,*5/M,*4/TH,*5/TH",H-355,Face to Face,"ROQUE DE HISHIYAMA, Adiene Susej/NASU, Madori",4,
WSP203,O,Advanced Spanish III,上級スペイン語 III,"5/M,6/M,7/M",H-373,Face to Face,"QUINTERO GARCIA, Daniel",3,
ELG201,E,Advanced English Studies: TOEFL,上級総合英語：TOEFL,"3/M,3/W",H-208,Face to Face,CASTELLANO Joachim E.,2,
ELG202,E,Advanced English Studies: IELTS,上級総合英語：IELTS,"1/W,1/F",H-201,Face to Face,"MOROOKA, Mari",2,
ELG203,E,Advanced English Studies: Presentation Skills,上級総合英語：プレゼンテーション・スキル,"3/M,3/W",H-252,Face to Face,"WILLIAMS, Miharu",2,
ELG204,E,English College Composition for JLP Track Students,JLP履修対象生のためのイングリッシュ・カレッジ・コンポジション,"*5/W,*5/F",,Face to Face,"WATANABE-KIM, Izumi",3,
ELG207,E,Advanced English Studies: Creative Writing,上級総合英語：クリエイティブ・ライティング,"1/M,1/W",H-204,Face to Face,"OKE, Alex",2,
TCP101,E,English Communication,英語コミュニケーション,"5/M,6/M",H-101,Face to Face,"MIYAHARA, Masuko",2,
TCP205,J,Teaching Methods in Mathematics (Sugaku-Ka) II,数学科教育法 II,"5/F,6/F",H-357,Face to Face,"MAKINAE, Naomichi",2,
TCP208,J,Teaching Methods in Natural Sciences (Rika) I,理科教育法 I,"2/SA,3/SA",T-113,Face to Face,"YOSHIDA, Miku",2,
TCP211,J,Teaching Methods in Natural Sciences (Rika) IV,理科教育法IV,"4/SA,5/SA",T-113,Face to Face,"HARAGUCHI, Rumi",2,
TCP243,J,Laboratory in Introduction to Earth Science,地球科学概論実習,"(4/TH,5/TH,6/TH,7/TH)",T-126,Face to Face,"HASEGAWA, Koichi",2,
TCP251,J,Introduction to Japanese History,日本史概論,"5/W,6/W",H-102,Face to Face,"MIYAZAWA, Eriko",2,
TCP261,J,Introduction to Social Welfare,社会福祉概論,"2/TH,3/TH",H-205,Face to Face,"MATSUMOTO, Sumiko",2,
SLR381,J,Special Studies in Service-Learning I,サービス・ラーニング特別研究 I,"5/TH,6/TH",H-107,Face to Face,"KURONUMA, Atsuko",2,
AMS201,E,Issues in American Society,アメリカの社会問題,"*4/M,*4/TH",H-151,Face to Face,"KIM, Allen",3,
ANT104,E,Approaches to Human Culture,文化へのアプローチ,"3/TU,2/TH,3/TH",H-223,Face to Face,"BROWN, Bernardo Enrique",3,
ANT201,J,Anthropology and Gender Studies,文化人類学とジェンダー研究,"*5/M,*5/TH",T-229,Face to Face,"KATO, Etsuko",3,
ANT202,E,Anthropology of Religion,宗教人類学,"*4/M,*4/TH",H-101,Face to Face,"BROWN, Bernardo Enrique",3,
ANT208,J,Readings in Anthropological Texts,人類学原書講読,"5/F,6/F",H-260,Face to Face,"TAKASAKI, Megumi",2,
ANT213,J,Qualitative Research Methods in Anthropology,人類学質的調査法,"*5/W,*5/F",T-270,Face to Face,"MORIKI, Yoshie",3,
ANT308,E,Special Topics in Anthropology,人類学特論,"1/M,1/W",H-123,Face to Face,"SAIT, Callan",2,
ARC102,J,Introduction to Western Art,西洋美術概論,"3/TU,2/TH,3/TH",H-358,Face to Face,"ITO, Aki",3,
ARC202,J,Art of the West in the 16th-18th Centuries,西洋近世美術,"1/TU,2/TU,1/TH",H-358,Face to Face,"ITO, Aki",3,
ARC207,J,Modern Art I,近代美術 I,"5/TU,6/TU,7/TU",H-151,Face to Face,"SATO, Marie",3,
ARC212,E,History of Japanese Art II,日本美術 II,"3/M,3/W,3/F",,Face to Face,TBA,3,
ARC303,J,Museum Practice,博物館実習,,AUTUMN RECESS,Face to Face,"FUKUNO, Akiko/GUSHIMA, Megumi",3,
ARC305,J,Museum Conservation,博物館資料保存論,"5/TU,6/TU",HACHIRO YUASA M,Face to Face,"SANO, Chie",2,
ARC306,J,Information and Communication Technologies in Museums,博物館情報・メディア論,"2/SA,3/SA",HACHIRO YUASA M,Face to Face,"KOBAYASHI, Tomoko/ARITA, Hiroyuki",2,
ARC307,J,Museum Exhibition,博物館展示論,"5/F,6/F",HACHIRO YUASA M,Face to Face,"OHASHI, Natsuko/FUKUNO, Akiko",2,
BIO101,J,Foundation of Biology,基礎生物学,"3/M,3/W",H-274,Face to Face,"WANG, Mu-Yun/KOSE, Hiroyuki/GOURAUD, Sabine Sandra Stephanie/HAYAMA, Ryosuke/AU YEUNG, Wan Kin",2,
BIO101,E,Foundation of Biology,基礎生物学,"5/W,5/F",T-328,Face to Face,"OKA, Yoshitaka",2,
BIO215,E,Ecology,生態学,"3/TU,3/TH",H-308,Face to Face,"WANG, Mu-Yun",2,
BIO222,J,Basic Concepts in Animal Developmental Biology,動物発生生物学概論,"1/TU,1/TH",H-351,Face to Face,"KOSE, Hiroyuki",2,
BIO312,E,Biochemistry,生化学,"2/M,2/W",H-351,Face to Face,"HAYAMA, Ryosuke",2,
BIO316,E,Practicum in Bioinformatics,情報生物学演習,"4/TH,(5/TH,6/TH)",T-113,Face to Face,"AU YEUNG, Wan Kin",2,
BIO323,E,Human Physiology,人体生理学,"3/TU,3/TH",T-112,Face to Face,"GOURAUD, Sabine Sandra Stephanie",2,
BIO383,E,Advanced Seminar in Biology III,生物学特別演習 III,"5/F,6/F",T-112,Face to Face,"HAYAMA, Ryosuke",2,
BUS102,E,Introduction to Business Administration,経営学序説,"3/TU,2/TH,3/TH",H-102,Face to Face,"KOO, Ja Seung",3,
BUS208,J,Marketing,マーケティング,"1/TU,2/TU,1/TH",T-171,Face to Face,"INABA, Yushi",3,
BUS209,E,Risk Management,リスクマネジメント論,"1/M,1/W,1/F",T-328,Face to Face,"KANEKO, Takuya",3,
BUS301,E,Business Organizations,経営組織論,"1/TU,2/TU",H-274,Face to Face,"KOO, Ja Seung",2,
BUS304,J,Corporate Finance and Valuation,企業財務と評価,"2/M,2/W,2/F",T-328,Face to Face,"KANEKO, Takuya",3,
BUS312,J,International Accounting,国際会計,"5/M,6/M,7/M",H-260,Face to Face,"TSUNOGAYA, Noriyuki",3,
CHM101,E,Concepts in Chemistry,化学概論,"3/TU,3/TH",H-260,Face to Face,"KOE, Julian R./KUBO, Kenya",2,
CHM101,J,Concepts in Chemistry,化学概論,"3/TU,3/TH",H-303,Face to Face,"TSUNODA, Makoto/TAKAHASHI, Masashi",2,
CHM212,J,Analytical Chemistry Laboratory,分析化学実験,"(4/M,5/M,6/M,7/M)",T-406,Face to Face,"KAWANO, Yasuro",2,
CHM231,J,Organic Chemistry I,有機化学 I,"1/F,2/F",H-302,Face to Face,"KOBAYASHI, Junji",2,
CHM232,J,Organic Chemistry Laboratory,有機化学実験,"(4/F,5/F,6/F,7/F)",T-406,Face to Face,"KOBAYASHI, Junji",2,
CHM311,J,Analytical Chemistry II,分析化学 II,"5/TU,6/TU",T-112,Face to Face,"MATSUO, Motoyuki",2,
CHM321,J,Inorganic Chemistry II,無機化学 II,"5/W,6/W",T-113,Face to Face,"KAWANO, Yasuro",2,
CHM342,J,Physical Chemistry III,物理化学 III,"1/TU,2/TU",T-112,Face to Face,"ENDO, Osamu",2,
CHM351,J,Advanced Laboratory in Chemistry I,化学特別実験 I,"(4/TH,5/TH,6/TH,7/TH)",T-406,Face to Face,"KAWANO, Yasuro",2,
DPS101,J,Introduction to Development Studies,開発学入門,"1/SA,2/SA,3/SA",H-125,Face to Face,"OMI, Kanako",3,
DPS203,J,Development Macroeconomics,開発のマクロ経済学,"4/W,4/F",I-132,Face to Face,"KONDO, Masanori",2,
ECO101,J,Principles of Macroeconomics,マクロ経済学原論,"*4/M,*4/TH",T-171,Face to Face,"KAIZOJI, Taisei",3,
ECO102,J,Principles of Microeconomics,ミクロ経済学原論,"3/M,3/W,3/F",H-353,Face to Face,"OGAWA, Akira",3,
ECO103,E,Statistics for Business and Economics,経済と経営のための統計学,"*4/W,*4/F",I-206,Face to Face,"HWANG, Insang",3,
ECO233,J,Intermediate Microeconomics I,中級ミクロ経済学 I,"2/M,2/W,2/F",H-352,Face to Face,"OGAWA, Akira",3,
ECO259,E,Financial Markets and Institutions,金融市場と金融機関,"*4/M,*4/TH",H-275,Face to Face,"MONTGOMERY, Heather A.",3,
ECO260,E,Public Economics,公共経済学,"*5/W,*5/F",H-274,Face to Face,"MARSZALEC, Daniel Janusz",3,
ECO311,E,Applied Econometrics,応用計量経済学,"*5/W,*5/F",I-104,Face to Face,"HWANG, Insang",3,
ECO360,J,Special Topics in Asian Economy,アジア経済特講,"5/M,6/M",T-249,Face to Face,"KONDO, Masanori",2,
ECO381,E,Advanced Studies in Economics I,経済学特別講義 I,"*5/M,*5/TH",H-356,Face to Face,"MONTGOMERY, Heather A.",3,
ECO384,J,Advanced Studies in International Economy II,国際経済特別研究 II,"5/W,5/F",I-132,Face to Face,"KONDO, Masanori",2,
EDU116,J,Principles of Teacher Education,教職原論,"5/M,6/M",H-205,Face to Face,"IWATA, Yasuyuki",2,
EDU117,J,Development and Education,開発と教育,"3/M,3/W,3/F",T-171,Face to Face,"NISHIMURA, Mikiko",3,
EDU118,J,Psychological Perspectives on Effective Teaching and Learning,効果的教育に向けた心理学的アプローチ,"*4/W,*4/F",T-328,Face to Face,"SHIMIZU, Yasuo",3,
EDU201,E,Theory and Practice of Online Learning,オンライン学習の理論と実践,"2/M,2/W,2/F",H-123,Face to Face,"HOWARD, Craig Dennis",3,
EDU212,J,Curriculum and Instruction,カリキュラム論,"6/TH,7/TH",H-173,Face to Face,"MATSUO, Tetsuro",2,
EDU215,E,Fundamentals of Comparative and International Education,比較教育と国際教育の基礎,"5/W,6/W,7/W",H-105,Face to Face,"FUKUDA, Aya",3,
EDU218,J,Special Needs Education,特別支援教育論,"5/TU,6/TU",H-205,Face to Face,"HIRATA, Yukihiro",2,
EDU221,E,Education in Developing Nations,発展途上国における教育,"2/TH,3/TH",H-274,Face to Face,"DAWSON, Walter P.",2,
EDU309,J,Media Literacy,メディアリテラシー,"1/TU,2/TU,1/TH",H-276,Face to Face,"AOKI, Hiroyuki",3,
EDU333,J,Seminar for Teaching Professions,教職実践演習,"5/W,6/W",H-260,Face to Face,"OKAWA, Hiroshi",2,
ENV102,J,Environmental Science,環境科学,"4/M,4/TH",T-328,Face to Face,"FUJINUMA, Ryosuke",2,
ENV201,E,Field Study in Environmental Assessment,環境アセスメント実習,,SUMMER RECESS & AUTUMN RECESS,Face to Face,"FUJINUMA, Ryosuke/WANG, Mu-Yun",1,
ENV203,J,Environmental Education,環境教育学,"5/TH,6/TH",H-205,Face to Face,"NINOMIYA-LIM, Sachi/HAGIWARA, Go W.",2,
ENV301,J,Environmental Conservation,環境保全,"5/F,6/F",H-353,Face to Face,"TOBAI, Sadayosi",2,
ENV302,J,Environmental Toxicology,環境毒性学,"3/M,3/W",H-305,Face to Face,"FUJINUMA, Ryosuke",2,
GSS101,E,Approaches to Gender and Sexuality Studies,ジェンダー・セクシュアリティ研究へのアプローチ,"*4/M,*4/TH",T-229,Face to Face,"AMMOUR-MAYEUR, Olivier/SHIMABUKURO, Kairi",3,
GSS101,J,Approaches to Gender and Sexuality Studies,ジェンダー・セクシュアリティ研究へのアプローチ,"*4/W,*4/F",H-224,Face to Face,"KATO, Etsuko/NISHIMURA, Mikiko",3,
GSS201,E,Gender and International Relations,ジェンダーと国際関係,"1/SA,2/SA,3/SA",H-151,Face to Face,"KATO, Tamahi",3,
HST106,E,History of Japan (Modern) III,日本史（近代）III,"5/TH,6/TH,7/TH",H-274,Face to Face,"JACOBY, Julia Mariko",3,
HST222,J,History of Japanese Foreign Relations,日本対外関係史,"1/TU,2/TU,1/TH",H-102,Face to Face,"OLAH, Csaba",3,
HST224,E,Modern Japan and ICU,近代日本とICU,"5/TU,6/TU,7/TU",H-105,Face to Face,"KISHI, Yu",3,
HST234,J,History of Southeast Asia,東南アジア史,"5/F,6/F",H-324,Face to Face,"NEMOTO, Kei",2,
HST241,J,Cultural History of Europe,ヨーロッパ文化史,"*4/M,*4/TH",H-306,Face to Face,"NASU, Kei",3,
HST242,J,Economic History of Europe,ヨーロッパ経済史,"5/M,6/M",H-252,Face to Face,"KONISHI, Emi",2,
HST243,J,History of Eastern Europe,東欧史,"5/F,6/F",H-305,Face to Face,"SHINOHARA, Taku",2,
HST264,J,20th-century World History,20世紀世界史,"5/TU,6/TU",H-173,Face to Face,"SUZUKI, Kenta",2,
HST266,J,Reading Asia,アジアを読む,"5/W,6/W",H-176,Face to Face,"KIKUCHI, Hideaki",2,
HST273,E,History and Environment,歴史と環境,"*4/M,*4/TH",,Face to Face,"BORLAND, Janet Lorraine",3,
HST322,J,Advanced Studies in Early Modern Japanese History,近世日本史特別研究,"*5/M,*5/TH",,Face to Face,"TSUBAKIDA, Yukiko",3,
